id,name,url,program,degree,country,state,online,oncampus,department,created_at,updated_at,university_count,program_size,courses,admit_reqs,year_founded,notes,cost,visualization,machine learning,business,databases,programminglanguages,capstone,mapreduce,part-time,ethics
209,Sabancó± University,http://da.sabanciuniv.edu/en,Data Science,Masters,TR,,FALSE,TRUE,Engineering,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
210,University of Louisville,http://louisville.edu/online/programs/graduate-certificate-programs/graduate-certificate-in-data-mining,Data Mining,Certificate,US,KY,TRUE,FALSE,Computer Science,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
211,Southern Methodist University,http://datascience.smu.edu,Data Science,Masters,US,TX,TRUE,FALSE,,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
212,University of Barcelona,http://www.barcelonagse.eu/data-science-master-degree.html,Data Science,Masters,ES,,FALSE,TRUE,,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
213,Mackenzie Presbyterian Institute,http://www.mackenzie.br/27582.html,Big Data Analytics,Masters,BR,,FALSE,TRUE,,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
214,GalvanizeU (University of New Haven),http://www.galvanizeu.com/,Data Science,Masters,US,CA,FALSE,TRUE,Engineering,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
215,George Mason University,http://volgenau.gmu.edu/,Data Analytics Engineering,Masters,US,VA,FALSE,TRUE,Volgenau School of Engineering,2015-01-23 18:14:56 UTC,2015-01-23 18:14:56 UTC,4,,,,,,,,,,,,,,,
216,BAICR,http://www.baicr.it/palinsesto-geografico/data-science,Data Science,Masters,IT,,FALSE,TRUE,,2015-01-23 18:14:57 UTC,2015-01-23 18:14:57 UTC,1,,,,,,,,,,,,,,,
217,Data ScienceTech Institute,https://www.datasciencetech.institute/,Data Science,Masters,FR,,FALSE,TRUE,,2015-01-23 18:14:57 UTC,2015-01-23 18:14:57 UTC,1,,,,,,,,,,,,,,,
218,Miami University of Ohio,http://miamioh.edu/academics/majors-minors/minors/business-analytics.html,Business Analytics Minor,Bachelors,US,OH,FALSE,TRUE,Business,2015-01-23 18:14:57 UTC,2015-01-23 18:14:57 UTC,2,,,,,,,,,,,,,,,
219,Miami University of Ohio,http://miamioh.edu/fsb/academics/isa/academics/majors/co-major/index.html,I.S. and Analytics,Bachelors,US,OH,FALSE,TRUE,Business,2015-01-23 18:14:57 UTC,2015-01-23 18:14:57 UTC,2,,,,,,,,,,,,,,,
9991,Columbia University,,Data Science,Certificate,US,NY,FALSE,TRUE,Institute for Data Sciences and Engineering,,,2,25-50 per year,"12 credits. Algorithms, probability and statistics, machine learning, EDA and visualization","quantitative coursework, intro programming coursework",2013,,,,,,,,,,,
9992,Northeastern University,http://www.northeastern.edu/datascience/ms-in-business-analytics/,Business Analytics,Masters,US,MA,TRUE,FALSE,"Business, Computer and Information Science, and College of Social Science and Humanities",,,2,,"statistics, data storage, data mining and machine learning with R or Matlab or Python, information design and visual analytics, business analytics, new media and digital marketing analytics, enterprise data practice, supply chain analytics, work force analytics",,2015,,"$40,650",,,,,,,,,
9993,University of Virginia,http://dsi.virginia.edu/academics,Data Science,Masters,US,VA,FALSE,TRUE,Data Science Institute,,,1,48 per year,"programming, statistics, computer science, linear models, data mining, machine learning",,2014,,"$24,900-r, $39,600",no,required course,,elective,python,required,,no,month long required course
